category,display_name,id,chat,definition,source,time,method,formula,equipment,link
08F1 - Sleep Study Data - Limb Movement - Events,Periodic limb movement events,plmevents,lmtot,Number of limb movements,CHAT,Baseline/follow-up PSG,Measured,,"PSG recording systems: (Biologic, Compumedics, Embla, Grass Twin, Xltek); PSG scoring software: Compumedics ProFusion PSG 3 ",
08F1 - Sleep Study Data - Limb Movement - Events,Periodic limb movement events,plmevents,plmdelta,Number of PLMs (delta sleep),CHAT,Baseline/follow-up PSG,Measured,,"PSG recording systems: (Biologic, Compumedics, Embla, Grass Twin, Xltek); PSG scoring software: Compumedics ProFusion PSG 3 ",
08F1 - Sleep Study Data - Limb Movement - Events,Periodic limb movement events,plmevents,plmnrem,Number of PLMs (NREM),CHAT,Baseline/follow-up PSG,Measured,,"PSG recording systems: (Biologic, Compumedics, Embla, Grass Twin, Xltek); PSG scoring software: Compumedics ProFusion PSG 3 ",
08F1 - Sleep Study Data - Limb Movement - Events,Periodic limb movement events,plmevents,plmou25,PLM > 25 verified (must be in sleep),CHAT,Baseline/follow-up PSG,Measured,,"PSG recording systems: (Biologic, Compumedics, Embla, Grass Twin, Xltek); PSG scoring software: Compumedics ProFusion PSG 3 ",
08F1 - Sleep Study Data - Limb Movement - Events,Periodic limb movement events,plmevents,plmr,Number of PLMs with respiratory events,CHAT,Baseline/follow-up PSG,Measured,,"PSG recording systems: (Biologic, Compumedics, Embla, Grass Twin, Xltek); PSG scoring software: Compumedics ProFusion PSG 3 ",
08F1 - Sleep Study Data - Limb Movement - Events,Periodic limb movement events,plmevents,plmrdelta,Number of PLMs with respiratory events (delta sleep),CHAT,Baseline/follow-up PSG,Measured,,"PSG recording systems: (Biologic, Compumedics, Embla, Grass Twin, Xltek); PSG scoring software: Compumedics ProFusion PSG 3 ",
08F1 - Sleep Study Data - Limb Movement - Events,Periodic limb movement events,plmevents,plmrem,Number of PLMs (REM),CHAT,Baseline/follow-up PSG,Measured,,"PSG recording systems: (Biologic, Compumedics, Embla, Grass Twin, Xltek); PSG scoring software: Compumedics ProFusion PSG 3 ",
08F1 - Sleep Study Data - Limb Movement - Events,Periodic limb movement events,plmevents,plmrnrem,Number of PLMs with respiratory events (NREM),CHAT,Baseline/follow-up PSG,Measured,,"PSG recording systems: (Biologic, Compumedics, Embla, Grass Twin, Xltek); PSG scoring software: Compumedics ProFusion PSG 3 ",
08F1 - Sleep Study Data - Limb Movement - Events,Periodic limb movement events,plmevents,plmrrem,Number of PLMs with respiratory events (REM),CHAT,Baseline/follow-up PSG,Measured,,"PSG recording systems: (Biologic, Compumedics, Embla, Grass Twin, Xltek); PSG scoring software: Compumedics ProFusion PSG 3 ",
08F1 - Sleep Study Data - Limb Movement - Events,Periodic limb movement events,plmevents,plmrslp,Number of PLMs with respiratory events (sleep),CHAT,Baseline/follow-up PSG,Measured,,"PSG recording systems: (Biologic, Compumedics, Embla, Grass Twin, Xltek); PSG scoring software: Compumedics ProFusion PSG 3 ",
08F1 - Sleep Study Data - Limb Movement - Events,Periodic limb movement events,plmevents,plmrstg1,Number of PLMs with respiratory events (stage 1 sleep),CHAT,Baseline/follow-up PSG,Measured,,"PSG recording systems: (Biologic, Compumedics, Embla, Grass Twin, Xltek); PSG scoring software: Compumedics ProFusion PSG 3 ",
08F1 - Sleep Study Data - Limb Movement - Events,Periodic limb movement events,plmevents,plmrstg2,Number of PLMs with respiratory events (stage 2 sleep),CHAT,Baseline/follow-up PSG,Measured,,"PSG recording systems: (Biologic, Compumedics, Embla, Grass Twin, Xltek); PSG scoring software: Compumedics ProFusion PSG 3 ",
08F1 - Sleep Study Data - Limb Movement - Events,Periodic limb movement events,plmevents,plmslp,Number of PLMs (sleep),CHAT,Baseline/follow-up PSG,Measured,,"PSG recording systems: (Biologic, Compumedics, Embla, Grass Twin, Xltek); PSG scoring software: Compumedics ProFusion PSG 3 ",
08F1 - Sleep Study Data - Limb Movement - Events,Periodic limb movement events,plmevents,plmstg1,Number of PLMs (stage 1 sleep),CHAT,Baseline/follow-up PSG,Measured,,"PSG recording systems: (Biologic, Compumedics, Embla, Grass Twin, Xltek); PSG scoring software: Compumedics ProFusion PSG 3 ",
08F1 - Sleep Study Data - Limb Movement - Events,Periodic limb movement events,plmevents,plmstg2,Number of PLMs (stage 2 sleep),CHAT,Baseline/follow-up PSG,Measured,,"PSG recording systems: (Biologic, Compumedics, Embla, Grass Twin, Xltek); PSG scoring software: Compumedics ProFusion PSG 3 ",
08F1 - Sleep Study Data - Limb Movement - Events,Periodic limb movement events,plmevents,plmtot,Number of PLMs,CHAT,Baseline/follow-up PSG,Measured,,"PSG recording systems: (Biologic, Compumedics, Embla, Grass Twin, Xltek); PSG scoring software: Compumedics ProFusion PSG 3 ",
08F1 - Sleep Study Data - Limb Movement - Events,Periodic limb movement events,plmevents,plmcdelta,Number of PLM clusters (delta sleep),CHAT,Baseline/follow-up PSG,Measured,,"PSG recording systems: (Biologic, Compumedics, Embla, Grass Twin, Xltek); PSG scoring software: Compumedics ProFusion PSG 3 ",
08F1 - Sleep Study Data - Limb Movement - Events,Periodic limb movement events,plmevents,plmcnrem,Number of PLM clusters (NREM),CHAT,Baseline/follow-up PSG,Measured,,"PSG recording systems: (Biologic, Compumedics, Embla, Grass Twin, Xltek); PSG scoring software: Compumedics ProFusion PSG 3 ",
08F1 - Sleep Study Data - Limb Movement - Events,Periodic limb movement events,plmevents,plmcr,Number of PLM clusters with respiratory events,CHAT,Baseline/follow-up PSG,Measured,,"PSG recording systems: (Biologic, Compumedics, Embla, Grass Twin, Xltek); PSG scoring software: Compumedics ProFusion PSG 3 ",
08F1 - Sleep Study Data - Limb Movement - Events,Periodic limb movement events,plmevents,plmcrdelta,Number of PLM clusters with respiratory events (delta sleep),CHAT,Baseline/follow-up PSG,Measured,,"PSG recording systems: (Biologic, Compumedics, Embla, Grass Twin, Xltek); PSG scoring software: Compumedics ProFusion PSG 3 ",
08F1 - Sleep Study Data - Limb Movement - Events,Periodic limb movement events,plmevents,plmcrem,Number of PLM clusters (REM),CHAT,Baseline/follow-up PSG,Measured,,"PSG recording systems: (Biologic, Compumedics, Embla, Grass Twin, Xltek); PSG scoring software: Compumedics ProFusion PSG 3 ",
08F1 - Sleep Study Data - Limb Movement - Events,Periodic limb movement events,plmevents,plmcrnrem,Number of PLM clusters with respiratory events (NREM),CHAT,Baseline/follow-up PSG,Measured,,"PSG recording systems: (Biologic, Compumedics, Embla, Grass Twin, Xltek); PSG scoring software: Compumedics ProFusion PSG 3 ",
08F1 - Sleep Study Data - Limb Movement - Events,Periodic limb movement events,plmevents,plmcrrem,Number of PLM clusters with respiratory events (REM),CHAT,Baseline/follow-up PSG,Measured,,"PSG recording systems: (Biologic, Compumedics, Embla, Grass Twin, Xltek); PSG scoring software: Compumedics ProFusion PSG 3 ",
08F1 - Sleep Study Data - Limb Movement - Events,Periodic limb movement events,plmevents,plmcrslp,Number of PLM clusters with respiratory events (sleep),CHAT,Baseline/follow-up PSG,Measured,,"PSG recording systems: (Biologic, Compumedics, Embla, Grass Twin, Xltek); PSG scoring software: Compumedics ProFusion PSG 3 ",
08F1 - Sleep Study Data - Limb Movement - Events,Periodic limb movement events,plmevents,plmcrstg1,Number of PLM clusters with respiratory events (stage 1 sleep),CHAT,Baseline/follow-up PSG,Measured,,"PSG recording systems: (Biologic, Compumedics, Embla, Grass Twin, Xltek); PSG scoring software: Compumedics ProFusion PSG 3 ",
08F1 - Sleep Study Data - Limb Movement - Events,Periodic limb movement events,plmevents,plmcrstg2,Number of PLM clusters with respiratory events (stage 2 sleep),CHAT,Baseline/follow-up PSG,Measured,,"PSG recording systems: (Biologic, Compumedics, Embla, Grass Twin, Xltek); PSG scoring software: Compumedics ProFusion PSG 3 ",
08F1 - Sleep Study Data - Limb Movement - Events,Periodic limb movement events,plmevents,plmcslp,Number of PLM clusters (sleep),CHAT,Baseline/follow-up PSG,Measured,,"PSG recording systems: (Biologic, Compumedics, Embla, Grass Twin, Xltek); PSG scoring software: Compumedics ProFusion PSG 3 ",
08F1 - Sleep Study Data - Limb Movement - Events,Periodic limb movement events,plmevents,plmcstg1,Number of PLM clusters (stage 1 sleep),CHAT,Baseline/follow-up PSG,Measured,,"PSG recording systems: (Biologic, Compumedics, Embla, Grass Twin, Xltek); PSG scoring software: Compumedics ProFusion PSG 3 ",
08F1 - Sleep Study Data - Limb Movement - Events,Periodic limb movement events,plmevents,plmcstg2,Number of PLM clusters (stage 2 sleep),CHAT,Baseline/follow-up PSG,Measured,,"PSG recording systems: (Biologic, Compumedics, Embla, Grass Twin, Xltek); PSG scoring software: Compumedics ProFusion PSG 3 ",
08F1 - Sleep Study Data - Limb Movement - Events,Periodic limb movement events,plmevents,plmctot,Number of PLM clusters,CHAT,Baseline/follow-up PSG,Measured,,"PSG recording systems: (Biologic, Compumedics, Embla, Grass Twin, Xltek); PSG scoring software: Compumedics ProFusion PSG 3 ",
08F1 - Sleep Study Data - Limb Movement - Events,Periodic limb movement events with arousal,plmeventsarous,lma,Number of limb movements with arousal,CHAT,Baseline/follow-up PSG,Measured,,"PSG recording systems: (Biologic, Compumedics, Embla, Grass Twin, Xltek); PSG scoring software: Compumedics ProFusion PSG 3 ",
08F1 - Sleep Study Data - Limb Movement - Events,Periodic limb movement events with arousal,plmeventsarous,lmadelta,Number of limb movements with arousal (delta sleep),CHAT,Baseline/follow-up PSG,Measured,,"PSG recording systems: (Biologic, Compumedics, Embla, Grass Twin, Xltek); PSG scoring software: Compumedics ProFusion PSG 3 ",
08F1 - Sleep Study Data - Limb Movement - Events,Periodic limb movement events with arousal,plmeventsarous,lmanrem,Number of limb movements with arousal (NREM),CHAT,Baseline/follow-up PSG,Measured,,"PSG recording systems: (Biologic, Compumedics, Embla, Grass Twin, Xltek); PSG scoring software: Compumedics ProFusion PSG 3 ",
08F1 - Sleep Study Data - Limb Movement - Events,Periodic limb movement events with arousal,plmeventsarous,lmar,Number of limb movements with arousal and respiratory event,CHAT,Baseline/follow-up PSG,Measured,,"PSG recording systems: (Biologic, Compumedics, Embla, Grass Twin, Xltek); PSG scoring software: Compumedics ProFusion PSG 3 ",
08F1 - Sleep Study Data - Limb Movement - Events,Periodic limb movement events with arousal,plmeventsarous,lmardelta,Number of limb movements with arousal and respiratory event (delta sleep),CHAT,Baseline/follow-up PSG,Measured,,"PSG recording systems: (Biologic, Compumedics, Embla, Grass Twin, Xltek); PSG scoring software: Compumedics ProFusion PSG 3 ",
08F1 - Sleep Study Data - Limb Movement - Events,Periodic limb movement events with arousal,plmeventsarous,lmarem,Number of limb movements with arousal (REM),CHAT,Baseline/follow-up PSG,Measured,,"PSG recording systems: (Biologic, Compumedics, Embla, Grass Twin, Xltek); PSG scoring software: Compumedics ProFusion PSG 3 ",
08F1 - Sleep Study Data - Limb Movement - Events,Periodic limb movement events with arousal,plmeventsarous,lmarnrem,Number of limb movements with arousal and respiratory event (NREM),CHAT,Baseline/follow-up PSG,Measured,,"PSG recording systems: (Biologic, Compumedics, Embla, Grass Twin, Xltek); PSG scoring software: Compumedics ProFusion PSG 3 ",
08F1 - Sleep Study Data - Limb Movement - Events,Periodic limb movement events with arousal,plmeventsarous,lmarrem,Number of limb movements with arousal and respiratory event (REM),CHAT,Baseline/follow-up PSG,Measured,,"PSG recording systems: (Biologic, Compumedics, Embla, Grass Twin, Xltek); PSG scoring software: Compumedics ProFusion PSG 3 ",
08F1 - Sleep Study Data - Limb Movement - Events,Periodic limb movement events with arousal,plmeventsarous,lmarslp,Number of limb movements with arousal and respiratory event (sleep),CHAT,Baseline/follow-up PSG,Measured,,"PSG recording systems: (Biologic, Compumedics, Embla, Grass Twin, Xltek); PSG scoring software: Compumedics ProFusion PSG 3 ",
08F1 - Sleep Study Data - Limb Movement - Events,Periodic limb movement events with arousal,plmeventsarous,lmarstg1,Number of limb movements with arousal and respiratory event (stage 1 sleep),CHAT,Baseline/follow-up PSG,Measured,,"PSG recording systems: (Biologic, Compumedics, Embla, Grass Twin, Xltek); PSG scoring software: Compumedics ProFusion PSG 3 ",
08F1 - Sleep Study Data - Limb Movement - Events,Periodic limb movement events with arousal,plmeventsarous,lmarstg2,Number of limb movements with arousal and respiratory event (stage 2 sleep),CHAT,Baseline/follow-up PSG,Measured,,"PSG recording systems: (Biologic, Compumedics, Embla, Grass Twin, Xltek); PSG scoring software: Compumedics ProFusion PSG 3 ",
08F1 - Sleep Study Data - Limb Movement - Events,Periodic limb movement events with arousal,plmeventsarous,lmaslp,Number of limb movements with arousal (sleep),CHAT,Baseline/follow-up PSG,Measured,,"PSG recording systems: (Biologic, Compumedics, Embla, Grass Twin, Xltek); PSG scoring software: Compumedics ProFusion PSG 3 ",
08F1 - Sleep Study Data - Limb Movement - Events,Periodic limb movement events with arousal,plmeventsarous,lmastg1,Number of limb movements with arousal (stage 1 sleep),CHAT,Baseline/follow-up PSG,Measured,,"PSG recording systems: (Biologic, Compumedics, Embla, Grass Twin, Xltek); PSG scoring software: Compumedics ProFusion PSG 3 ",
08F1 - Sleep Study Data - Limb Movement - Events,Periodic limb movement events with arousal,plmeventsarous,lmastg2,Number of limb movements with arousal (stage 2 sleep),CHAT,Baseline/follow-up PSG,Measured,,"PSG recording systems: (Biologic, Compumedics, Embla, Grass Twin, Xltek); PSG scoring software: Compumedics ProFusion PSG 3 ",
08F1 - Sleep Study Data - Limb Movement - Events,Periodic limb movement events with arousal,plmeventsarous,plmadelta,Number of PLMs with arousal (delta Sleep),CHAT,Baseline/follow-up PSG,Measured,,"PSG recording systems: (Biologic, Compumedics, Embla, Grass Twin, Xltek); PSG scoring software: Compumedics ProFusion PSG 3 ",
08F1 - Sleep Study Data - Limb Movement - Events,Periodic limb movement events with arousal,plmeventsarous,plmanrem,Number of PLMs with arousal (NREM),CHAT,Baseline/follow-up PSG,Measured,,"PSG recording systems: (Biologic, Compumedics, Embla, Grass Twin, Xltek); PSG scoring software: Compumedics ProFusion PSG 3 ",
08F1 - Sleep Study Data - Limb Movement - Events,Periodic limb movement events with arousal,plmeventsarous,plmar,Number of PLMs with arousal and respiratory event,CHAT,Baseline/follow-up PSG,Measured,,"PSG recording systems: (Biologic, Compumedics, Embla, Grass Twin, Xltek); PSG scoring software: Compumedics ProFusion PSG 3 ",
08F1 - Sleep Study Data - Limb Movement - Events,Periodic limb movement events with arousal,plmeventsarous,plmardelta,Number of PLMs with arousal and respiratory event (delta sleep),CHAT,Baseline/follow-up PSG,Measured,,"PSG recording systems: (Biologic, Compumedics, Embla, Grass Twin, Xltek); PSG scoring software: Compumedics ProFusion PSG 3 ",
08F1 - Sleep Study Data - Limb Movement - Events,Periodic limb movement events with arousal,plmeventsarous,plmarem,Number of PLMs with arousal (REM),CHAT,Baseline/follow-up PSG,Measured,,"PSG recording systems: (Biologic, Compumedics, Embla, Grass Twin, Xltek); PSG scoring software: Compumedics ProFusion PSG 3 ",
08F1 - Sleep Study Data - Limb Movement - Events,Periodic limb movement events with arousal,plmeventsarous,plmarnrem,Number of PLMs with arousal and respiratory event (NREM),CHAT,Baseline/follow-up PSG,Measured,,"PSG recording systems: (Biologic, Compumedics, Embla, Grass Twin, Xltek); PSG scoring software: Compumedics ProFusion PSG 3 ",
08F1 - Sleep Study Data - Limb Movement - Events,Periodic limb movement events with arousal,plmeventsarous,plmarrem,Number of PLMs with arousal and respiratory event (REM),CHAT,Baseline/follow-up PSG,Measured,,"PSG recording systems: (Biologic, Compumedics, Embla, Grass Twin, Xltek); PSG scoring software: Compumedics ProFusion PSG 3 ",
08F1 - Sleep Study Data - Limb Movement - Events,Periodic limb movement events with arousal,plmeventsarous,plmarslp,Number of PLMs with arousal and respiratory event (sleep),CHAT,Baseline/follow-up PSG,Measured,,"PSG recording systems: (Biologic, Compumedics, Embla, Grass Twin, Xltek); PSG scoring software: Compumedics ProFusion PSG 3 ",
08F1 - Sleep Study Data - Limb Movement - Events,Periodic limb movement events with arousal,plmeventsarous,plmarstg1,Number of PLMs with arousal and respiratory event (stage 1 sleep),CHAT,Baseline/follow-up PSG,Measured,,"PSG recording systems: (Biologic, Compumedics, Embla, Grass Twin, Xltek); PSG scoring software: Compumedics ProFusion PSG 3 ",
08F1 - Sleep Study Data - Limb Movement - Events,Periodic limb movement events with arousal,plmeventsarous,plmarstg2,Number of PLMs with arousal and respiratory event (stage 2 sleep),CHAT,Baseline/follow-up PSG,Measured,,"PSG recording systems: (Biologic, Compumedics, Embla, Grass Twin, Xltek); PSG scoring software: Compumedics ProFusion PSG 3 ",
08F1 - Sleep Study Data - Limb Movement - Events,Periodic limb movement events with arousal,plmeventsarous,plmaslp,Number of PLMs with arousal (sleep),CHAT,Baseline/follow-up PSG,Measured,,"PSG recording systems: (Biologic, Compumedics, Embla, Grass Twin, Xltek); PSG scoring software: Compumedics ProFusion PSG 3 ",
08F1 - Sleep Study Data - Limb Movement - Events,Periodic limb movement events with arousal,plmeventsarous,plmastg1,Number of PLMs with arousal (stage 1 sleep),CHAT,Baseline/follow-up PSG,Measured,,"PSG recording systems: (Biologic, Compumedics, Embla, Grass Twin, Xltek); PSG scoring software: Compumedics ProFusion PSG 3 ",
08F1 - Sleep Study Data - Limb Movement - Events,Periodic limb movement events with arousal,plmeventsarous,plmastg2,Number of PLMs with arousal (stage 2 sleep),CHAT,Baseline/follow-up PSG,Measured,,"PSG recording systems: (Biologic, Compumedics, Embla, Grass Twin, Xltek); PSG scoring software: Compumedics ProFusion PSG 3 ",
