category,display_name,id,shhs,definition,source,time,method,formula,equipment,link
08C1B - Sleep Study Data - Respiratory - Events - Hypopnea,Hyopopneas/hour,hypopperhr,rdirba,"Hypopnea per hour w/ arousals (REM, Back, all oxygen desaturations)",SHHS1/2,Baseline/Follow-up PSG's,Calculated,,"Baseline PSG: Compumedics P-Series Sleep Monitoring System; Compumedics ProFusion PSG scoring software (Replay DOS version)/Follow-up PSG: Compumedics P-series Sleep Monitoring System, version 3; Compumedics ProFusion PSG 1 scoring software (Replay converted to windows version)",
08C1B - Sleep Study Data - Respiratory - Events - Hypopnea,Hyopopneas/hour,hypopperhr,rdirba2,"Hypopnea per hour w/ arousals (REM, Back, 2% oxygen desaturation)",SHHS1/2,Baseline/Follow-up PSG's,Calculated,,"Baseline PSG: Compumedics P-Series Sleep Monitoring System; Compumedics ProFusion PSG scoring software (Replay DOS version)/Follow-up PSG: Compumedics P-series Sleep Monitoring System, version 3; Compumedics ProFusion PSG 1 scoring software (Replay converted to windows version)",
08C1B - Sleep Study Data - Respiratory - Events - Hypopnea,Hyopopneas/hour,hypopperhr,rdirba3,"Hypopnea per hour w/ arousals (REM, Back, 3% oxygen desaturation)",SHHS1/2,Baseline/Follow-up PSG's,Calculated,,"Baseline PSG: Compumedics P-Series Sleep Monitoring System; Compumedics ProFusion PSG scoring software (Replay DOS version)/Follow-up PSG: Compumedics P-series Sleep Monitoring System, version 3; Compumedics ProFusion PSG 1 scoring software (Replay converted to windows version)",
08C1B - Sleep Study Data - Respiratory - Events - Hypopnea,Hyopopneas/hour,hypopperhr,rdirba4,"Hypopnea per hour w/ arousals (REM, Back, 4% oxygen desaturation)",SHHS1/2,Baseline/Follow-up PSG's,Calculated,,"Baseline PSG: Compumedics P-Series Sleep Monitoring System; Compumedics ProFusion PSG scoring software (Replay DOS version)/Follow-up PSG: Compumedics P-series Sleep Monitoring System, version 3; Compumedics ProFusion PSG 1 scoring software (Replay converted to windows version)",
08C1B - Sleep Study Data - Respiratory - Events - Hypopnea,Hyopopneas/hour,hypopperhr,rdirba5,"Hypopnea per hour w/ arousals (REM, Back, 5% oxygen desaturation)",SHHS1/2,Baseline/Follow-up PSG's,Calculated,,"Baseline PSG: Compumedics P-Series Sleep Monitoring System; Compumedics ProFusion PSG scoring software (Replay DOS version)/Follow-up PSG: Compumedics P-series Sleep Monitoring System, version 3; Compumedics ProFusion PSG 1 scoring software (Replay converted to windows version)",
08C1B - Sleep Study Data - Respiratory - Events - Hypopnea,Hyopopneas/hour,hypopperhr,rdirbp,"Hypopnea per hour (REM, Back, all oxygen desaturations)",SHHS1/2,Baseline/Follow-up PSG's,Calculated,,"Baseline PSG: Compumedics P-Series Sleep Monitoring System; Compumedics ProFusion PSG scoring software (Replay DOS version)/Follow-up PSG: Compumedics P-series Sleep Monitoring System, version 3; Compumedics ProFusion PSG 1 scoring software (Replay converted to windows version)",
08C1B - Sleep Study Data - Respiratory - Events - Hypopnea,Hyopopneas/hour,hypopperhr,rdirbp2,"Hypopnea per hour (REM, Back, 2% oxygen desaturation)",SHHS1/2,Baseline/Follow-up PSG's,Calculated,,"Baseline PSG: Compumedics P-Series Sleep Monitoring System; Compumedics ProFusion PSG scoring software (Replay DOS version)/Follow-up PSG: Compumedics P-series Sleep Monitoring System, version 3; Compumedics ProFusion PSG 1 scoring software (Replay converted to windows version)",
08C1B - Sleep Study Data - Respiratory - Events - Hypopnea,Hyopopneas/hour,hypopperhr,rdirbp3,"Hypopnea per hour (REM, Back, 3% oxygen desaturation)",SHHS1/2,Baseline/Follow-up PSG's,Calculated,,"Baseline PSG: Compumedics P-Series Sleep Monitoring System; Compumedics ProFusion PSG scoring software (Replay DOS version)/Follow-up PSG: Compumedics P-series Sleep Monitoring System, version 3; Compumedics ProFusion PSG 1 scoring software (Replay converted to windows version)",
08C1B - Sleep Study Data - Respiratory - Events - Hypopnea,Hyopopneas/hour,hypopperhr,rdirbp4,"Hypopnea per hour (REM, Back, 4% oxygen desaturation)",SHHS1/2,Baseline/Follow-up PSG's,Calculated,,"Baseline PSG: Compumedics P-Series Sleep Monitoring System; Compumedics ProFusion PSG scoring software (Replay DOS version)/Follow-up PSG: Compumedics P-series Sleep Monitoring System, version 3; Compumedics ProFusion PSG 1 scoring software (Replay converted to windows version)",
08C1B - Sleep Study Data - Respiratory - Events - Hypopnea,Hyopopneas/hour,hypopperhr,rdirbp5,"Hypopnea per hour (REM, Back, 5% oxygen desaturation)",SHHS1/2,Baseline/Follow-up PSG's,Calculated,,"Baseline PSG: Compumedics P-Series Sleep Monitoring System; Compumedics ProFusion PSG scoring software (Replay DOS version)/Follow-up PSG: Compumedics P-series Sleep Monitoring System, version 3; Compumedics ProFusion PSG 1 scoring software (Replay converted to windows version)",
08C1B - Sleep Study Data - Respiratory - Events - Hypopnea,Hyopopneas/hour,hypopperhr,rdiroa,"Hypopnea per hour w/ arousals (REM, Other, all oxygen desaturations)",SHHS1/2,Baseline/Follow-up PSG's,Calculated,,"Baseline PSG: Compumedics P-Series Sleep Monitoring System; Compumedics ProFusion PSG scoring software (Replay DOS version)/Follow-up PSG: Compumedics P-series Sleep Monitoring System, version 3; Compumedics ProFusion PSG 1 scoring software (Replay converted to windows version)",
08C1B - Sleep Study Data - Respiratory - Events - Hypopnea,Hyopopneas/hour,hypopperhr,rdiroa2,"Hypopnea per hour w/ arousals (REM, Other, 2% oxygen desaturation)",SHHS1/2,Baseline/Follow-up PSG's,Calculated,,"Baseline PSG: Compumedics P-Series Sleep Monitoring System; Compumedics ProFusion PSG scoring software (Replay DOS version)/Follow-up PSG: Compumedics P-series Sleep Monitoring System, version 3; Compumedics ProFusion PSG 1 scoring software (Replay converted to windows version)",
08C1B - Sleep Study Data - Respiratory - Events - Hypopnea,Hyopopneas/hour,hypopperhr,rdiroa3,"Hypopnea per hour w/ arousals (REM, Other, 3% oxygen desaturation)",SHHS1/2,Baseline/Follow-up PSG's,Calculated,,"Baseline PSG: Compumedics P-Series Sleep Monitoring System; Compumedics ProFusion PSG scoring software (Replay DOS version)/Follow-up PSG: Compumedics P-series Sleep Monitoring System, version 3; Compumedics ProFusion PSG 1 scoring software (Replay converted to windows version)",
08C1B - Sleep Study Data - Respiratory - Events - Hypopnea,Hyopopneas/hour,hypopperhr,rdiroa4,"Hypopnea per hour w/ arousals (REM, Other, 4% oxygen desaturation)",SHHS1/2,Baseline/Follow-up PSG's,Calculated,,"Baseline PSG: Compumedics P-Series Sleep Monitoring System; Compumedics ProFusion PSG scoring software (Replay DOS version)/Follow-up PSG: Compumedics P-series Sleep Monitoring System, version 3; Compumedics ProFusion PSG 1 scoring software (Replay converted to windows version)",
08C1B - Sleep Study Data - Respiratory - Events - Hypopnea,Hyopopneas/hour,hypopperhr,rdiroa5,"Hypopnea per hour w/ arousals (REM, Other, 5% oxygen desaturation)",SHHS1/2,Baseline/Follow-up PSG's,Calculated,,"Baseline PSG: Compumedics P-Series Sleep Monitoring System; Compumedics ProFusion PSG scoring software (Replay DOS version)/Follow-up PSG: Compumedics P-series Sleep Monitoring System, version 3; Compumedics ProFusion PSG 1 scoring software (Replay converted to windows version)",
08C1B - Sleep Study Data - Respiratory - Events - Hypopnea,Hyopopneas/hour,hypopperhr,rdirop,"Hypopnea per hour (REM, Other, all oxygen desaturations)",SHHS1/2,Baseline/Follow-up PSG's,Calculated,,"Baseline PSG: Compumedics P-Series Sleep Monitoring System; Compumedics ProFusion PSG scoring software (Replay DOS version)/Follow-up PSG: Compumedics P-series Sleep Monitoring System, version 3; Compumedics ProFusion PSG 1 scoring software (Replay converted to windows version)",
08C1B - Sleep Study Data - Respiratory - Events - Hypopnea,Hyopopneas/hour,hypopperhr,rdirop2,"Hypopnea per hour (REM, Other, 2% oxygen desaturation)",SHHS1/2,Baseline/Follow-up PSG's,Calculated,,"Baseline PSG: Compumedics P-Series Sleep Monitoring System; Compumedics ProFusion PSG scoring software (Replay DOS version)/Follow-up PSG: Compumedics P-series Sleep Monitoring System, version 3; Compumedics ProFusion PSG 1 scoring software (Replay converted to windows version)",
08C1B - Sleep Study Data - Respiratory - Events - Hypopnea,Hyopopneas/hour,hypopperhr,rdirop3,"Hypopnea per hour (REM, Other, 3% oxygen desaturation)",SHHS1/2,Baseline/Follow-up PSG's,Calculated,,"Baseline PSG: Compumedics P-Series Sleep Monitoring System; Compumedics ProFusion PSG scoring software (Replay DOS version)/Follow-up PSG: Compumedics P-series Sleep Monitoring System, version 3; Compumedics ProFusion PSG 1 scoring software (Replay converted to windows version)",
08C1B - Sleep Study Data - Respiratory - Events - Hypopnea,Hyopopneas/hour,hypopperhr,rdirop4,"Hypopnea per hour (REM, Other, 4% oxygen desaturation)",SHHS1/2,Baseline/Follow-up PSG's,Calculated,,"Baseline PSG: Compumedics P-Series Sleep Monitoring System; Compumedics ProFusion PSG scoring software (Replay DOS version)/Follow-up PSG: Compumedics P-series Sleep Monitoring System, version 3; Compumedics ProFusion PSG 1 scoring software (Replay converted to windows version)",
08C1B - Sleep Study Data - Respiratory - Events - Hypopnea,Hyopopneas/hour,hypopperhr,rdirop5,"Hypopnea per hour (REM, Other, 5% oxygen desaturation)",SHHS1/2,Baseline/Follow-up PSG's,Calculated,,"Baseline PSG: Compumedics P-Series Sleep Monitoring System; Compumedics ProFusion PSG scoring software (Replay DOS version)/Follow-up PSG: Compumedics P-series Sleep Monitoring System, version 3; Compumedics ProFusion PSG 1 scoring software (Replay converted to windows version)",
08C1B - Sleep Study Data - Respiratory - Events - Hypopnea,Average hypopnea length,avghypolength,avhnba,"Average Hypopnea length w/ arousals (NREM, Back, all oxygen desaturations)",SHHS1/2,Baseline/Follow-up PSG's,Calculated,,"Baseline PSG: Compumedics P-Series Sleep Monitoring System; Compumedics ProFusion PSG scoring software (Replay DOS version)/Follow-up PSG: Compumedics P-series Sleep Monitoring System, version 3; Compumedics ProFusion PSG 1 scoring software (Replay converted to windows version)",
08C1B - Sleep Study Data - Respiratory - Events - Hypopnea,Average hypopnea length,avghypolength,avhnba2,"Average Hypopnea length w/ arousals (NREM, Back, 2% oxygen desaturation)",SHHS1/2,Baseline/Follow-up PSG's,Calculated,,"Baseline PSG: Compumedics P-Series Sleep Monitoring System; Compumedics ProFusion PSG scoring software (Replay DOS version)/Follow-up PSG: Compumedics P-series Sleep Monitoring System, version 3; Compumedics ProFusion PSG 1 scoring software (Replay converted to windows version)",
08C1B - Sleep Study Data - Respiratory - Events - Hypopnea,Average hypopnea length,avghypolength,avhnba3,"Average Hypopnea length w/ arousals (NREM, Back, 3% oxygen desaturation)",SHHS1/2,Baseline/Follow-up PSG's,Calculated,,"Baseline PSG: Compumedics P-Series Sleep Monitoring System; Compumedics ProFusion PSG scoring software (Replay DOS version)/Follow-up PSG: Compumedics P-series Sleep Monitoring System, version 3; Compumedics ProFusion PSG 1 scoring software (Replay converted to windows version)",
08C1B - Sleep Study Data - Respiratory - Events - Hypopnea,Average hypopnea length,avghypolength,avhnba4,"Average Hypopnea length w/ arousals (NREM, Back, 4% oxygen desaturation)",SHHS1/2,Baseline/Follow-up PSG's,Calculated,,"Baseline PSG: Compumedics P-Series Sleep Monitoring System; Compumedics ProFusion PSG scoring software (Replay DOS version)/Follow-up PSG: Compumedics P-series Sleep Monitoring System, version 3; Compumedics ProFusion PSG 1 scoring software (Replay converted to windows version)",
08C1B - Sleep Study Data - Respiratory - Events - Hypopnea,Average hypopnea length,avghypolength,avhnba5,"Average Hypopnea length w/ arousals (NREM, Back, 5% oxygen desaturation)",SHHS1/2,Baseline/Follow-up PSG's,Calculated,,"Baseline PSG: Compumedics P-Series Sleep Monitoring System; Compumedics ProFusion PSG scoring software (Replay DOS version)/Follow-up PSG: Compumedics P-series Sleep Monitoring System, version 3; Compumedics ProFusion PSG 1 scoring software (Replay converted to windows version)",
08C1B - Sleep Study Data - Respiratory - Events - Hypopnea,Average hypopnea length,avghypolength,avhnbp,"Average Hypopnea length (NREM, Back, all oxygen desaturations)",SHHS1/2,Baseline/Follow-up PSG's,Calculated,,"Baseline PSG: Compumedics P-Series Sleep Monitoring System; Compumedics ProFusion PSG scoring software (Replay DOS version)/Follow-up PSG: Compumedics P-series Sleep Monitoring System, version 3; Compumedics ProFusion PSG 1 scoring software (Replay converted to windows version)",
08C1B - Sleep Study Data - Respiratory - Events - Hypopnea,Average hypopnea length,avghypolength,avhnbp2,"Average Hypopnea length (NREM, Back, 2% oxygen desaturation)",SHHS1/2,Baseline/Follow-up PSG's,Calculated,,"Baseline PSG: Compumedics P-Series Sleep Monitoring System; Compumedics ProFusion PSG scoring software (Replay DOS version)/Follow-up PSG: Compumedics P-series Sleep Monitoring System, version 3; Compumedics ProFusion PSG 1 scoring software (Replay converted to windows version)",
08C1B - Sleep Study Data - Respiratory - Events - Hypopnea,Average hypopnea length,avghypolength,avhnbp3,"Average Hypopnea length (NREM, Back, 3% oxygen desaturation)",SHHS1/2,Baseline/Follow-up PSG's,Calculated,,"Baseline PSG: Compumedics P-Series Sleep Monitoring System; Compumedics ProFusion PSG scoring software (Replay DOS version)/Follow-up PSG: Compumedics P-series Sleep Monitoring System, version 3; Compumedics ProFusion PSG 1 scoring software (Replay converted to windows version)",
08C1B - Sleep Study Data - Respiratory - Events - Hypopnea,Average hypopnea length,avghypolength,avhnbp4,"Average Hypopnea length (NREM, Back, 4% oxygen desaturation)",SHHS1/2,Baseline/Follow-up PSG's,Calculated,,"Baseline PSG: Compumedics P-Series Sleep Monitoring System; Compumedics ProFusion PSG scoring software (Replay DOS version)/Follow-up PSG: Compumedics P-series Sleep Monitoring System, version 3; Compumedics ProFusion PSG 1 scoring software (Replay converted to windows version)",
08C1B - Sleep Study Data - Respiratory - Events - Hypopnea,Average hypopnea length,avghypolength,avhnbp5,"Average Hypopnea length (NREM, Back, 5% oxygen desaturation)",SHHS1/2,Baseline/Follow-up PSG's,Calculated,,"Baseline PSG: Compumedics P-Series Sleep Monitoring System; Compumedics ProFusion PSG scoring software (Replay DOS version)/Follow-up PSG: Compumedics P-series Sleep Monitoring System, version 3; Compumedics ProFusion PSG 1 scoring software (Replay converted to windows version)",
08C1B - Sleep Study Data - Respiratory - Events - Hypopnea,Average hypopnea length,avghypolength,avhnoa,"Average Hypopnea length w/ arousals (NREM, Other, all oxygen desaturations)",SHHS1/2,Baseline/Follow-up PSG's,Calculated,,"Baseline PSG: Compumedics P-Series Sleep Monitoring System; Compumedics ProFusion PSG scoring software (Replay DOS version)/Follow-up PSG: Compumedics P-series Sleep Monitoring System, version 3; Compumedics ProFusion PSG 1 scoring software (Replay converted to windows version)",
08C1B - Sleep Study Data - Respiratory - Events - Hypopnea,Average hypopnea length,avghypolength,avhnoa2,"Average Hypopnea length w/ arousals (NREM, Other, 2% oxygen desaturation)",SHHS1/2,Baseline/Follow-up PSG's,Calculated,,"Baseline PSG: Compumedics P-Series Sleep Monitoring System; Compumedics ProFusion PSG scoring software (Replay DOS version)/Follow-up PSG: Compumedics P-series Sleep Monitoring System, version 3; Compumedics ProFusion PSG 1 scoring software (Replay converted to windows version)",
08C1B - Sleep Study Data - Respiratory - Events - Hypopnea,Average hypopnea length,avghypolength,avhnoa3,"Average Hypopnea length w/ arousals (NREM, Other, 3% oxygen desaturation)",SHHS1/2,Baseline/Follow-up PSG's,Calculated,,"Baseline PSG: Compumedics P-Series Sleep Monitoring System; Compumedics ProFusion PSG scoring software (Replay DOS version)/Follow-up PSG: Compumedics P-series Sleep Monitoring System, version 3; Compumedics ProFusion PSG 1 scoring software (Replay converted to windows version)",
08C1B - Sleep Study Data - Respiratory - Events - Hypopnea,Average hypopnea length,avghypolength,avhnoa4,"Average Hypopnea length w/ arousals (NREM, Other, 4% oxygen desaturation)",SHHS1/2,Baseline/Follow-up PSG's,Calculated,,"Baseline PSG: Compumedics P-Series Sleep Monitoring System; Compumedics ProFusion PSG scoring software (Replay DOS version)/Follow-up PSG: Compumedics P-series Sleep Monitoring System, version 3; Compumedics ProFusion PSG 1 scoring software (Replay converted to windows version)",
